"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
773,"UCSD Main Gym","9500 Gilman Dr","92093","La Jolla","CA","U.S.A.","",""
774,"Mittelschule Lauterach","Montfortplatz 16","6923","Lauterach","","Austria","",""
775,"Halle Steinbreche","Steinbreche 1","51427","Bergisch Gladbach-Refrath","","Germany","",""
776,"Fullerton Titan Gym","800 North State College Blvd.","92834","Fullerton","CA","U.S.A.","",""
777,"Sports Center ''Slana Bara - Klisa''","Sentandrejski put bb","","Novi Sad","","Serbia","",""
778,"PLAY N THRIVE","81 REMINGTON ROAD","60173","SCHAUMBURG","IL","U.S.A.","847-485-0303","heather@playnthrive.com"
779,"National Sport Center","National Sport Center Sukhbaata distric, baga toiruu","","Ulaanbaatar","Ulaanbaatar","Mongolia","+976-91117363","mba@badminton.mn"
780,"366 Industry Ave","","90712","Lakewood","CA","","6267158662",""
781,"Wisconsin Center","400 W Wisconsin Ave","53203","Milwaukee","WI","U.S.A.","",""
782,"Hall des arts, Loisirs et Sports de Cotonou","Cotonou","","Cotonou","","Benin","",""
783,"Istora Gelora Bung Karno","Jl. Jend. Sudirman","10270","Jakarta","","Indonesia","",""
784,"South Point Casino Hotel and Spa","","","Las Vegas","Nevada","","",""
785,"Centro Panamericano e Judo","Salvador Bahia","","Salvador Bahia","Salvador","Brazil","",""
786,"El Biar Multipurpose Hall","El Biar","","Algiers","","Algeria","",""
787,"Centro Panamericano de Judo","","","Salvador Bahia","Salvador Bahia","Brazil","","events@badmintonpanam.org"
788,"CAN Arena * Akita","6-12-20 Yabasehoncho Akita-shi","010-0973","Akita","","Japan","",""
789,"Gallogly Recreation and Wellness Center","1420 Austin Bluffs Parkway","80918","Colorado Springs","CO","U.S.A.","",""
790,"Nanjing Youth Olympic Games Sports Park Arena","","","Nanjing","","China","",""
791,"SC “ Meteor”","Makarova str, 27 – A","","Dnipro","","Ukraine","",""
792,"Pazardzhik","Sport Hall ""Vasil Levski"" Vasil Levski sq.","","Pazardzhik","","Bulgaria","359898700669","badpz69@gmail.com"
793,"Egret Badminton & StarTeam","1251 Basswood Road","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
794,"Badminton Sport Hall ""Europe""","Blvd. Iskarsko shose 7","1000","Sofia","","Bulgaria","35929867781","badmintonbg@gmail.com"
795,"Wawasan 2020 Multi-Purpose Hall","Wawasan 2020 Multi-Purpose Hall Taman Budaya, Kangar, Perlis","1000","Perlis","","Malaysia","+603-2093 9220 / 2093 9280",""
796,"Ring Sports Center","Ringweg","","Paramaribo","Paramaribo","Suriname","(+597) 8514955","secretary@badminton.sr"
797,"CREPS BORDEAUX - Gymnase HAND/BAD","653 cours de la liberation","33400","Talence","","France","",""
798,"""NEPTŪNO"" sports hall","Taikos pr. 61A,","91182","Klaipeda","","Lithuania","+370 46341 531",""
799,"CRWC (University of Ontario)","2000 Simcoe Street North","","Oshawa","Ontario","Canada","905-721-3040","wayne.king@uoit.ca"
800,"Istora Senayan Stadium","Istora Senayan Stadium","","Jakarta","","Indonesia","",""
801,"Gentofte Badminton hal","Ved Stadion 4","2820","Gentofte","","Denmark","4539650400","gbk@gbk.dk"
802,"Sport Hall ''Spartak''","2 Sredna Gora Str.","6300","Haskovo","","Bulgaria","",""
803,"Hvidovre Badminton Club","Bibliotekvej 62","2650","Hvidovre","","Denmark","",""
804,"all d'Hebron Olympic Sports Centre","Passeig de la Vall d'Hebron 166-176","8035","Barcelona","","Spain","",""
805,"Sport Hall at High School No2","Niepodleglosci Street 31","59-300","Lubin","","Poland","",""
806,"Piedmont Hills High School","1377 Piedmont Rd","95132","San Jose","California","U.S.A.","510-999-1111","tonyhong007@gmail.com"
807,"G.M.C. Balayogi SATA Indoor Stadium","Gachibowli","500032","Hyderabad","","India","",""
808,"Falcon Club","20 Pobediteley Ave.","220020","Minsk","","Belarus","375447710048",""
809,"Basketball hall 'Dražen Petrović'","Savska 30, Zagreb","10000","Zagreb","","Croatia","",""
810,"AC Academy","22 Town Farm Rd","1886","Westford","MA","U.S.A.","7745459886","tanggwei@gmail.com"
811,"Club28 Badminton Philadelphia","3559 Edgemont St.","","Philadelphia","Pennsylvania","U.S.A.","917-7082727","club28.usa@gmail.com"
812,"Purdue Recreation & Wellness (CoRec)","355 N Martin Jischke Drive","47906","West Lafayette","Indiana","U.S.A.","",""
813,"Kalev Sports Hall","Juhkentali 12","10132","Tallinn","","Estonia","",""
814,"Musashino Forest Sport Plaza","290-11 Nishi-machi Chofu-shi","182-0032","Tokyo","","Japan","",""
815,"Kingsway Indoor Stadium","130 Kingsway Madeley Western Australia","6065","Perth","Western Australia","Australia","","bawa@badmintonwa.org.au"
816,"Titanium Security Arena","44A Crittenden Road Findon South Australia","","Adelaide","South Australia","Australia","","oatense@gmail.com"
817,"Malmö Badmintoncenter","Eriksfältsgatan 30","214 55","Malmö","","Sweden","",""
818,"GOR Sahabudin","Jalan Pulau Pelepas","","Pangkalpinang","","Indonesia","",""
819,"Gimnasio Teodoro Palacios Flores","12 Avenida 25-50 Zona 5 de Guatemala","1005","Guatemala","Guatemala","Guatemala","+502 2332 0131","badmintonguate@gmail.com"
820,"Gimnasio Olímpico de Ciudad Deportiva","Lic. Adolfo López Mateos Oriente #1610 Colonia Los Héroes de Aguascalientes Desarrollo Especial Parque IV Centenario","20190","Aguascalientes","Aguascalientes","Mexico","523318453349","femeba2012@gmail.com"
821,"Sydney Olympic Park Sports Hall","Corner Olympic Boulevard and Grand Parade Sydney Olympic Park","2127","Sydney","New South Wales","Australia","",""
822,"Hall Omnisport La Préalle","rue E. Muraille 158","4040","Herstal","","Belgium","32474856290","denieuport@lfbb.be"
823,"Pabellón Multiusos de Guadalajara","Av. de El Vado 13","19005","Guadalajara","","Spain","",""
824,"SK Handball Stadium","Olympic-ro 424 Songpa-Gu","","Seoul","","Korea","+82 2 410 1683",""
825,"NAS Sports Complex","NAS Sports Complex NAS Sports Complex, Nad Al Sheba, Dubai – UAE","5555","Dubai","","United Arab Emirates","00971-558990580","j.ebrahim@bwfbadminton.org"
826,"LI NING Czech Open 2018","Sports Hall Voddova","612 00","Brno","Czech Republic","Czech Republic","+420 602 710 853","ladislav.vorel@centrum.cz"
827,"Sportenum","5 allée des sports","68128","Saint Louis","","France","",""
828,"Sportove centrum M-Sport","Ostrov 363","","Zamarovce - Trencin","","Slovakia","",""
829,"Triangle Badminton Club (TBC)","1012 Morrisville Parkway","27560","Morrisville","NC","U.S.A.","919-423-1204","info@trianglebadmintonclub.com"
830,"Don Knabbe Community Park","","","Cerritos","CA","U.S.A.","",""
831,"Mandalar Thiri Multi-Purpose Stadium","Mandalar Thiri Multi-Purpose Stadium","","Mandalay","","Myanmar","",""
832,"Sport Hall „Europe“","No:7 Iskarsko Shose Blvd","1528","Sofia","Sofia","Bulgaria","359879595510","badmintonbg@gmail.com"
833,"Delfi sports centre","Ozo str. 14c","","Vilnius","","Lithuania","",""
834,"BLOOMFIELD HILLS MIDDLE SCHOOL","4200 West Quarton Rd","48302","Bloomfield Hills","Michigan","U.S.A.","248-709-4511","mathewoo@aol.com"
835,"CRWC (UOIT)","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
836,"UCLA Student Activities Center","220 Westwood Plz","90095","Los Angeles","CA","U.S.A.","",""
837,"Indoor Hall Kladisos","Antypa 2 street","73100","Chania","","Greece","","g-athlitismos@chania.gr"
838,"PALACIO DE LOS DEPORTES","Centro Olimpico Juan Pablo Duarte","","Santo Domingo","Distrito Nacional","Dominican Republic","8095440965","fedobadrd@gmail.com"
839,"Sporthalle Mödling","Dr. Hanns Schürff - Gasse 53","2340","Mödling","","Austria","",""
840,"SGVBC 2 Pomona","3410 Pomona Blvd","91768","Pomona","CA","","",""
841,"ClearOne Sport Centre","4141 N Young Parkway","32804","Orlando","Florida","U.S.A.","",""
842,"Yan Long Badminton Club","4800 Rivergrade Rd","91706","Irwindale","CA","","",""
843,"Budaors Sportshall","Harsfa utca 6.","H-2040","Budaors","","Hungary","",""
844,"UW Madison Natatorium","2000 Observatory Drive","53706","Madison","Wisconsin","U.S.A.","630-528-7888",""
845,"Haixia Olympic Sports Center","Jianxin Nan Road Cangshan District","","Fuzhou","","China","",""
846,"Universal Gym TOO “TH Nafta”","ul. Eskalieva 175","","Uralsk","","Kazakhstan","",""
847,"Purdue Recreation and Wellness","355 N Martin Jischke Dr","47907","West Lafayette","Indiana","U.S.A.","",""
848,"Lobtase Sports Complex","Lobatse","","Gaborone","","Botswana","",""
849,"multipurpose sporhall","175, Yesskaliyeva str., Uralsk, West Kazakhstan region, Republic of Kazakhstan","90000","Uralsk","West-Kazakhsatn","Kazakhstan","77772492250","oaskar@bk.ru"
850,"Športna hall Brežice","Černelčeva cesta 10","8250","Brežice","","Slovenia","00 386 8 20 55 858","tajnistvo@zsport-brezice.si"
851,"City Sporthall Orlova","Masarykova 1313 Orlova - Lutyne","73514","Orlova Lutyne","Czech Republic","Czech Republic","420602210017","jana.kovacicova@seznam.cz"
852,"Heartbeat@ Bedok","Heartbeat@ Bedok Sport hall level 4 Bedok North Street 1","469662","Singapore","","Singapore","",""
853,"Gwangju Women's University Stadium","201 Yeodae-gil","","Gwangju","","Korea","+82 62 956 2500",""
854,"Tennis Table Pavillion","Parque del Este","11604","Santo Domingo","Santo Domingo Este","Dominican Republic","8098461299","gcastillofedobad@gmail.com"
855,"UC Davis Pavilion","232 ARC One Shields Ave","95616","Davis","CA","U.S.A.","",""
856,"National Sports counsil","National Stadium. Tripureshwor. Kathmandu. Nepal.","2","Tripureshwor","Kathmandu","Nepal","+977-1-4101062","nepbad@gmail.com"
857,"San Salvador","San Salvador, El Salvador","","San Salvador","San Salvador","El Salvador","+503 2270 9369","fesalbad@hotmail.com"
858,"John Tyers Badminton Hall","Kenilworth","","Cape Town","","South Africa","+27 12 663 3292","badmintonsa@mweb.co.za"
859,"A le coq Spordimaja","Ihaste tee 7, Tartu, Estonia","50104","Tartu","Tartu maakond","Estonia","",""
860,"A le Cog Sporthall","Ihaste tee 7","","Tartu","","Estonia","",""
861,"Miryang Badminton Hall","26 Sichung-ro","50420","Miryang city","Gyeongnam","Korea","+82-55-359-6256","badmintonkorea@bka.kr"
862,"Turkey Olympic Center","Adnan Menderes mah. 1047 sok. no: 1 Kecioren","","Ankara","","Turkiye","903123108054","tbfed@mynet.com"
863,"10410 Valley Blvd","","91731","El Monte","CA","U.S.A.","",""
864,"South Surrey Recreation & Arts Centre","14601 20 Avenue","","Surrey","BC","Canada","604-592-6970",""
865,"Indoor Stadium Huamark","Ramkhamhaeng Rd, Khwaeng Hua Mark Khet Bang Kapi Krung Thep Maha Nakhon","10240","Bangkok","","Thailand","6622553391","info@badmintonthai.or.th"
866,"SMASH Badminton","9586 Distribution Ave Suite E","92121","San Diego","CA","","(858) 876-2741",""
867,"Fyrisfjädern Badminton hall","Badmintonstigen 1","","Uppsala","","Sweden","",""
868,"Iran Badminton Federation","","","Tehran","","Iran","982188984440","bad.iranfed@yahoo.com"
869,"Melbourne Sports and Aquatic Centre","30 Aughtie Drive","3206","Melbourne","Victoria","Australia","",""
870,"Complexe Sportif Regional","rue du Bois","62120","Aire sur la Lys","","France","",""
871,"Vall d’Hebron Olympic Sports Centre","Passeig de la Vall d'Hebron, 166-176","8035","Barcelona","","Spain","34915428384",""
872,"Settha Badminton Club","Settha Badminton Club Ban Bungkhayong, Sisattanak District,","","Vientiane","Vientiane Capital","Lao","+856-20-5572 9659","ssvblf@gmail.com"
873,"Smashville Pottstown","310 E High st","19464","Pottstown","Pennsylvania","U.S.A.","",""
874,"Sportove Centrum M-Sport","Ostrov 363, Zamarovce","","Trencin","","Slovakia","421905257791","sekretar@bedminton.sk"
875,"Badmintonhall DEGIRO","Badmintonplein 1","2023 BW","Haarlem","","Netherlands","","tournament@dutchjunior.com"
876,"Triangle Badminton Club","1012 Morrisville Parkway","27560","Morrisville","NC","U.S.A.","919-650-1824","info@trianglebadmintonclub.com"
877,"Arena Badminton Club","2780 South Reservoir St","91766","Pomona","CA","U.S.A.","626-267-9321",""
878,"GOR PBSI SUMUT","Jalan Pancing","","Medan","","Indonesia","+62 21 8445080","sekjen@pbsi.or.id"
879,"""Ciudad Deportiva"" Sport Hall","Avenida Rancho Boyeros y Vía Blanca Cerro","","La Habana","La Habana","Cuba","5376487099","alexis@inder.cu"
880,"Gan Nachum, city sport hall","123 Hertzel street","","Rishon Le zion","","Israel","+972-3-9413766","badmintonrlz@gmail.com"
881,"The Brushy Creek Municipal Utility District Community Center","16318 Great Oaks Drive","78681","Round Rock","TX","U.S.A.","",""
882,"Śląskie Centrum Tenisa","Bieruńska Street 78","43-200","Pszczyna","","Poland","",""
883,"Queensborough Badminton Center","20-24 119th Street","11356","College Point","NY","U.S.A.","718-358-5700","queensbcny@gmail.com"
884,"The Derrick Club","3500 119 St NW","T6J 5P5","Edmonton","Alberta","Canada","780-437-1833","info@derrickclub.com"
885,"Main Gym, Patti Herbert Wellness Center","1241 Theo Dickinson Dr","33146","Coral Gables","FL","U.S.A.","(305) 284-8500",""
886,"CRWC (Universty of Ontario)","2000 Simcoe Street North","L1H 7K4","Oshawa","Ontario","Canada","",""
887,"KD Jadhav Indoor Hall","IG Indoor Stadium ITO Vikram Nagar","","New Delhi","","India","",""
888,"Centro Civico de Americana Venue","Sergipe St, 230 Jardim Colina","13478241","Americana","SP","Brazil","",""
889,"Siguldas Sporta centrs","Ata Kronvalda 7A","LV-2150","Sigulda","","Latvia","",""
890,"Gospino Polje Sports hall","","20000","Dubrovnik","","Croatia","",""
891,"Arena Badminton & Sports Club","2780 S. Reservoir St,","","Pomona","CA","U.S.A.","",""
892,"Barlett High School","1101 Golden Bear Dr","99504","Anchorage","AK","U.S.A.","19073505501",""
893,"Smashville & Kimberton Waldorf school","","","Pottstown/Phoenixville","Pennsylvania","U.S.A.","",""
894,"Tay Ho District Stadium","101 Xuan La Road, Tay Ho District, Hanoi","100000","Hanoi","Vietnam","Vietnam","",""
895,"ssss","300 scugog street","L1C 3K2","bowmanville","ontario","Canada","",""
896,"University of Michigan","North Campus Recreational Building 2375 Hubbard Rd","48109","Ann Arbor","MI","U.S.A.","",""
897,"San Gabriel Valley Badminton Club - Pomona","3410 Pomona Blvd","91768","Pomona","CA","U.S.A.","",""
898,"Den Willecom","Terelststraat 2","2650","Edegem","","Belgium","",""
899,"Banthongyord badminton school","136/7 Putthamonthon sai3 Bangphai Bangkae","10160","Bangkok","","Thailand","66841375500","Info@badmintonthai.or.th"
900,"Durham College/Ontario Tech","2000 Simcoe Street North","","Oshawa","Ontario","Canada","",""
901,"Gimnasio Olimpico","","","Aguascaientes","","Mexico","",""
902,"Civic Centre","Port Hacourt","","Port Hacourt","","Nigeria","",""
903,"Eventfinda Stadium","Silverfield Lane Wairau Valley","627","Auckland","","New Zealand","",""
904,"GOR PB. JAYA RAYA","JL. Garuda, Kel. Sawah Baru, Kec. Ciputat","15413","Tangerang Selatan","Banten","Indonesia","","pb.jayaraya@gmail.com"
905,"FONTE SÃO PAULO VENUE","José Paulino St., 2.138 Vila Itapura","","Campinas","SP","Brazil","",""
906,"Sport hall 'Vasil Levski'","General Gurko str. 5","","Pazardzhik","","Bulgaria","",""
907,"National Athletic Center","Mikra Kalamaria","55132","Thessaloniki","","Greece","","halatsoglou@yahoo.gr"
908,"CIF SS","","","Southern Section","CA","","",""
909,"Bloomfield Middle School","4200 W Quarton RD","","Bloomfield Hills","MI","U.S.A.","9063704403",""
910,"POLIDEPORTIVO 2 - CAR VIDENA","Av. Del Aire Cdra. 9 San Luis","Lima 30","Lima","Lima","Peru","51-1-3706376","badmimtonperu@gmail.com"
911,"Farum Arena","Stavnsholtvej 43","3520","Farum","","Denmark","",""
912,"National Athletic Center Mikra","","55132","Kalamaria","","Greece","","halatsoglou@yahoo.gr"
913,"Erwin Kranz Halle","Limpericher Straße 141","53225","Bonn","North Rhine-Westphalia","Germany","+49 228 469 900",""
914,"Burnsville High School","600 State Hwy 13","55337","Burnsville","Minnesota","U.S.A.","",""
915,"Sport hall Marino Cvetkovic","Stubište Lipovica 3","51410","Opatija","","Croatia","",""
916,"Salle Everest","180 Boulevard de Charavines","38500","Voiron","","France","33665391687","contact@fzalpi.eu"
917,"YAN LONG BADMINTON CLUB","4800 RIVERGRADE RD UNIT B","91706","IRWINDALE","CA","","",""
918,"Shannon Pohl Badminton Academy (Adveristy Volleyball Center)","710 Corporate Wood Pkwy","60061","Vernon Hills","IL","U.S.A.","847-722-8857",""
919,"Zemgales Olimpiskais Centrs","Kronvalda 24","LV-3004","Jelgava","","Latvia","37129546666","yli@badminton.lv"
920,"BADMINTON CENTER COURT","3699 INUDSTRY AVENUE","","LAKEWOOD","CALIFORNIA","","5624269299","andy.t@badmintoncentercourt.com"
921,"Delta College Blanchard Gym","5151 Pacific Avenue","95207","Stockton","California","U.S.A.","2092982631","mike_h_phan@yahoo.com"
922,"Quaycentre","Sydney Olympic Park","","Sydney","New South Wales","Australia","",""
923,"Baku Sports Hall","Neftchilar avenue 26a Sabail district","AZ1000","Baku","","Azerbaijan","+99412 492 45 59","office@badminton.az"
924,"Sporthalle Steinbreche","Steinbreche 1","51427","Bergisch Gladbach","","Germany","",""
925,"Cido Arena","Parko str. 12","37310","Panevėžys","","Lithuania","+370 672 70222","li2019@badminton.lt"
926,"Polideportivo Municipal 'Marqués de Samarach'","Paseo Imperial 18","28005","Madrid","Madrid","Spain","34915428384","internacional@badminton.es"
927,"Navin Soonarane Gymnasium","Ebene","+230 4545158","Quatre Bornes","","Mauritius","4545158","badminton@intnet.mu"
928,"Albuquerque Convention Center","401 2nd St. NW","87102","Albuquerque","New Mexico","U.S.A.","",""
929,"Comstock Park High School","150 6 Mile Road Northeast","49321","Comstock Park","MI","U.S.A.","",""
930,"Fieldhouse USA","6155 Sports Village Road","75033","Frisco","Texas","U.S.A.","",""
931,"Stade de l'Amitié - Général Mathieu KEREKOU","Rue 2651, Cotonou littoral","","Cotonou","Republique du Bénin","Benin","22996252674","assogbaubin@yahoo.fr"
932,"Polideportivo Sa Pedrera","Carretera de Santa Agnés, 15","7820","Sant Antoni de Portmany (Ibiza Island)","","Spain","",""
933,"Palais des Sports de Treichville","01 Bp 6177 Abidjan 01","","Abidjan","","Ivory Coast","22507092360","honore_zolobe@yahoo.fr"
934,"Titan Gym","California State University, Fullerton 800 N State College Blvd","92831","Fullerton","California","U.S.A.","",""
935,"Sport Hall “Spartak”","2 Sredna Gora Str.","","Haskovo","","Bulgaria","",""
936,"Sport Hall Olympik","Batareynaya str. 2","","Vladivostok","","Russia","",""
937,"CEPS LOUIS – J. ROBICHAUD","","","Moncton","New Brunswick","Canada","",""
938,"Newark Event Center","39375 Cedar Blvd","94560","Newark","California","U.S.A.","",""
939,"Trust Emporium Sports Center","Accra","233","Accra","Accra","Ghana","233244103798","events@ghanabadminton.org"
940,"Suzhou Olympic Sports Centre","Suzhou Olympic Sports Centre No. 999, Zhongxin Avenue Suzhou Industrial Park","","Suzhou","","China","",""
941,"OKOYA THOMAS HALL, TESLIM BALOGUN STADIUM","SURULERE, LAGOS","101283","LAGOS","LAGOS","Nigeria","2347084850887","info@badmintonnigeria.org"
942,"Balboa Activity Center","2145 Park Blvd","","San Diego","CA","","",""
943,"University of Colorado Colorado Springs","Gallogly Recreation and Wellness Center 1420 Austin Bluffs Parkway","80918","Colorado Springs","CO","U.S.A.","",""
944,"Polideportivo 3","Avenida del Aire cuadra 10","","Lima","Lima","Peru","",""
945,"Olimpiya+","Arzhanova str. 12b","49047","Dnipro","","Ukraine","",""
946,"Sport Hall ""Vasil Levski""","General Gurko str. 5","","Pazardzhik","Pazardzhik","Bulgaria","35929867781",""
947,"Walnut Rec Center","21003 La Puente Rd","91789","Walnut","CA","U.S.A.","(909) 444-7959",""
948,"Badminton Hall ""Europe""","7 Iskarsko Shose blvd.","1000","Sofia","Sofia","Bulgaria","35929867781","badmintonbg@gmail.com"
949,"CNS Arena Akita","6-12-20 Yabasehoncho Akita-shi","010-0973","Akita","","Japan","",""
950,"Sir Garfield Sobers Gymnasium","Wildey","","St Michael","","Barbados","",""
951,"SESI AMERICANA","Bandeirantes Avenue, 1.000 Chacara Machadinho","","AMERICANA","SP","Brazil","",""
952,"Creps Bordeaux - Gymnase Hand/Bad","653 cours de la liberation","33400","Talence","","France","",""
953,"""NEPTŪNO"" Sports hall","Taikos pr. 61A","91182","Klaipėda","","Lithuania","+370 672 70222","info@badminton.lt"
954,"Gor Lembah UGM","Gor Lembah UGM Universitas Gadjah Mada, Caturtunggal, Depok, Kecamatan Depok, Kabupaten Sleman, Daerah Istimewa","55281","Yogyakarta","","Indonesia","",""
955,"Kompleks Kejiranan Presint 11","Kompleks Kejiranan Presint 11 Jalan P11/2, Presint 11","62300","Putrajaya","","Malaysia","60126254338",""
956,"Gentofte Badminton Club","Ved Stadion 4","2820","Gentofte","","Denmark","4539650400","gbk@gbk.dk"
957,"Prince Hamza bin AL - Hussein Sports Hall","Prince Hamza bin AL - Hussein Sports Hall, Al Hussein Youth City Gate No. 6","","Amman","","Jordan","+96 2797956965",""
958,"Ain Chock Hall","Casablanca","","Casablanca","","Morocco","",""
959,"International Badminton Club","3775 Park Ave","8820","Edison","New Jersey","U.S.A.","",""
960,"GOSiR Gniezno Sports Hall","Sportowa 3-5","62-200","Gniezno","","Poland","4531718283","events@badmintoneurope.com"
961,"NAS Sports complex","NAS Sports complex NAS Sports Complex, Nad Al Sheba, Dubai – UAE.","","Dubai","","United Arab Emirates","971558990580","j.ebrahim@bwfbadminton.org"
962,"Titanium Arena","44A Crittenden Rd Findon","5023","Adelaide","South Australia","Australia","",""
963,"Male’ Sports Complex","Male’ Sports Complex Maafaiythakurufaanu Magu Machchangoalhi","20384","Male","Kaafu","Maldives","3314057","admin@badmintonmaldives.org.mv"
964,"Olympic Sports Center Gymnasium","1 Jinling North Road","","Changzhou","","China","",""
965,"GIMNASIO DE CIUDAD DEPORTIVA","ADOLFO LOPEZ MATEOS OTE 1610 DESAROLLO ESPECIAL PARQUE IV CENTENARIO","20190","AGUASCALIENTES","AGUASCALIENTES","Mexico","5213344440444","FEMEBA2012@GMAIL.COM"
966,"Incheon Ariport Skydome","","","Incheon","","Korea","8224226173","hanwg@bka.kr"
967,"National Sports Council","National Sports Council Dashrath Stadium Coverd Hall","80600","Tripureshwor","Kathmandu","Nepal","+977 14101062","ramji@nocnepal.org.np"
968,"Sportovni hala Vodova","Vodova 108","612 00 Brno","Brno","","Czech Republic","420737263077","badminton@cuscz.cz"
969,"Sutinska Vrela","Podsusedski trg 14","10000","Zagreb","","Croatia","",""
970,"Atlanta Recreation club","2711 Pine Grove Rd, Cumming","","Cumming","GA","U.S.A.","",""
971,"GOR Ken Arok","Jalan Mayjen Sungkono Buring","","Malang","East Jawa","Indonesia","",""
972,"Delfi Sports Centre","Ozo g. 14c","","Vilnius","","Lithuania","",""
973,"EastBay Badminton Association","4230 Hubbard Street","94608","Emeryville","CA","U.S.A.","5106558989",""
974,"Gor Sudirman","Gor Sudirman Jalan Ir. Soekarno No. 8, Surabaya","","Surabaya","","Indonesia","",""
975,"Washington County Legacy Park Grafton Building","5500 West 700 South","84737","Hurricane","Utah","U.S.A.","",""
976,"Addu City","","","Addu City","","Maldives","+960 7779140","admin@badmintonmaldives.org.mv"
977,"Khalifa Sport City","","","Isa Town","Isa Town","Bahrain","+ 973-39666766","bbsf@bbsf.bh"
978,"CLUBE FONTE SÃO PAULO","Rua José Paulino nº 2.138 Guanabara","","Campinas","SP","Brazil","",""
979,"innogy-Sporthalle","An den Sportstätten 6","45468","Mülheim an der Ruhr","","Germany","",""
980,"Odense Sportspark","Israels Plads 3","5200","Odense V","","Denmark","",""
981,"Volleyball Pavillion","Centro Olimpico Juan Pablo Duarte","10111","Santo Domingo","Distrito Nacional","Dominican Republic","8098461299","gcastillofedobad@gmail.com"
982,"Egyptian Badminton Federation","Nasr City , Salah Salem Street , Cairo Staduim , Federation Buildings , First Floor , Apartment No.3","","Cairo","","Egypt","1008229568","Egyptinternaional2019@gmail.com"
983,"Algerian badminton federation","Cite olympique Mohamed boudief-Alger-Algerie","16000","Alger","Alger","Algeria","213558988942","badalgerie@gmail.com"
984,"Hatzor sport hall","Kibbutz Hatzor-Ashdod","60970","Kibbutz Hatzor","","Israel","+972-524234732","bchatzor@gmail.com"
985,"ARENA","2780 S Reservoir St","","Pomona","CA","U.S.A.","",""
986,"Federation Agerienne de Badminton","Cite olympique Mohamed Boudiaf -Alger - Agérie","16000","Alger","Algerie","Algeria","21323258217","badalgerie@gmail.com"
987,"Budaörs Városi Sportshall","Hársfa utca 6.","H-2040","Budaörs","","Hungary","","office@badminton.hu"
988,"sport hall of TH ""Nafta""","Uralsk, ul. Eskalieva 175,","","Uralsk","","Kazakhstan","77772492250","oaskar@bk.ru"
989,"Pakistan Sports Complex","Kashmir Highway Near Abpara, Islamabad","46000","Islamabad","Capital","Pakistan","+92-3219466921","secretarypbf@gmail.com"
990,"South Gym, Student Rec Center","University of Arizona 1400 E 6th St","85721","Tucson","Arizona","U.S.A.","","uazbadminton@gmail.com"
991,"Bellevue Badminton Club -- Renton","846 Lind Ave SW","98057","Renton","Washington","U.S.A.","425-277-4721","info@bellevuebadminton.com"
992,"Ring Sport Center","Ringweg Noord 36","","Paramaribo","","Suriname","+ 597 8539378","subabo.secr@gmail.com"
993,"Palais des Soprts","Yaounde","","Yaounde","","Cameroon","",""
994,"City Sports Hall Orlová","Masarykova 1313","735 14","Orlová-Lutyně","","Czech Republic","420602210017","jana.kovacicova@seznam.cz"
995,"Long Island Sport center","20-24, 119th street","11356","College Point","NY","U.S.A.","516-621102",""
996,"Smashville MainLine","250 King manor Dr.","","King of Prussia","PA","U.S.A.","",""
997,"Heartbeat @ Bedok - Sports Hall Level 4","Heartbeat @ Bedok - Sports Hall Level 4 Bedok North Street 1, Singapore","469662","Singapore","","Singapore","",""
998,"Cricket Club of India, Mumbai (CCI)","Brabourne Stadium, Dinshaw Vachha Road, Churchgate,","400020","Mumbai","Maharashtra","India","+91 11 41450524","info@badmintonindia.org"
999,"BNSC Indoor Hall,Lobatse Sports Complex","Lobatse Sports Complex P.O.Box 1404 Gaborone","0","Lobatse","Lobatse Town Council","Botswana","+267 3953449","tiketeng@bnsc.co.bw"
1000,"Sporthall Brežice","Černelčeva cesta 10","8250","Brežice","","Slovenia","","dusan.skerbis@badminton-zveza.si"
1001,"DFW Badminton Center","1800 Hurd Dr.","75038","Irving","TX","U.S.A.","949-436-8849",""
1002,"Olympic youth development centre","Great North road","","Lusaka","","Zambia","260955435789","kingsley_mulenga@yahoo.com"
1003,"Palacio de los Deportes Carlos ""El Famoso"" Hernández","","","San Salvador","","El Salvador","+503 22709369","fesalbad@hotmail.com"
1004,"Muntinlupa Sports Center","","","Manila","","Philippines","",""
1005,"Tswane Show Grounds","Thabe Tswane Events Centre South Africa","1","Pretoria","","South Africa","27126633292","landas@lando.co.za"
1006,"Atlanta Recreation Club","2711 Pine Grove Rd","30041","Cumming","GA","U.S.A.","",""
1007,"IBC 2","10 New Maple Ave., Unit 302","7058","Pine Brook","NJ","U.S.A.","732-549-7190","info@ibcusa.org"
1008,"Santa Fe Springs Badminton Club","11323 Shoemaker Ave","90670","Santa Fe Springs","CA","U.S.A.","",""
1009,"University of Cyprus","University Avenue 1","","Nicosia - Aglantzia","","Cyprus","",""
1010,"Shaheed Tajuddin Ahmed Indoor Stadium Bangabandhu National Stadium Complex","(South East Corner of Paltan Maidan) Dhaka-1000, Bangladesh","1000","Dhaka","Dhaka","Bangladesh","8801819629512","badminton.bangladesh@gmail.com"
